Application,Policy,Hostname,FriendlyName,Result,ExitCode,LastResult,Version,LastSeen,UUID
Google Chrome,Chrome Patching,Calebs-Mac.local,Caleb's Mac,Success,0,Success,113.0.5672,04/12/2023,17638689
Google Chrome,Chrome Patching,Chases-Mac.local,Chase's Mac,Success,0,Success,113.0.5672,04/12/2023,0E7E55B1
Google Chrome,Chrome Patching,Tuckers-Mac.local,Tucker's Mac,Success,0,Success,109.0.5414,04/12/2023,D1D613B9
Google Chrome,Chrome Patching,Oakleys-Mac.local,Oakley's Mac,Success,0,Success,113.0.5672,04/12/2023,E3BFD547
Google Chrome,Chrome Patching,Jonahs-Mac.local,Jonah's Mac,Success,0,Success,113.0.5672,04/12/2023,D1EA927F
Google Chrome,Chrome Patching,Skylars-Mac.local,Skylar's Mac,Success,0,Success,113.0.5672,04/12/2023,0EA2990F
Google Chrome,Chrome Patching,Kenneths-Mac.local,Kenneth's Mac,Success,0,Success,113.0.5672,04/12/2023,FD2D62FB
Google Chrome,Chrome Patching,Damians-Mac.local,Damian's Mac,Success,0,Success,107.0.5304,04/12/2023,8A043D27
Google Chrome,Chrome Patching,Rhyss-Mac.local,Rhys's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,50B6B8DC
Google Chrome,Chrome Patching,Azaleas-Mac.local,Azalea's Mac,Success,0,Success,113.0.5672,04/12/2023,EA45047B
Google Chrome,Chrome Patching,Mylas-Mac.local,Myla's Mac,Success,0,Success,113.0.5672,04/12/2023,65614BF8
Google Chrome,Chrome Patching,Cairos-Mac.local,Cairo's Mac,Success,0,Success,113.0.5672,04/12/2023,F1CAD936
Google Chrome,Chrome Patching,Kailanis-Mac.local,Kailani's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,DF54128F
Google Chrome,Chrome Patching,Princes-Mac.local,Prince's Mac,Success,0,Success,113.0.5672,04/12/2023,8A9BC5BB
Google Chrome,Chrome Patching,Jaxons-Mac.local,Jaxon's Mac,Success,0,Success,113.0.5672,04/12/2023,4BBCFA51
Google Chrome,Chrome Patching,Miriams-Mac.local,Miriam's Mac,Success,0,Success,113.0.5672,04/12/2023,D131EABA
Google Chrome,Chrome Patching,Aryas-Mac.local,Arya's Mac,Success,0,Success,113.0.5672,04/12/2023,BBBB1B9A
Google Chrome,Chrome Patching,Blakelys-Mac.local,Blakely's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,4395AF24
Google Chrome,Chrome Patching,Margots-Mac.local,Margot's Mac,Success,0,Success,109.0.5414,04/12/2023,623DCAD0
Google Chrome,Chrome Patching,Finleys-Mac.local,Finley's Mac,Success,0,Success,105.0.5195,04/12/2023,B06321BF
Google Chrome,Chrome Patching,Juliannas-Mac.local,Julianna's Mac,Success,0,Success,113.0.5672,04/12/2023,A30BC3F0
Google Chrome,Chrome Patching,Madilyns-Mac.local,Madilyn's Mac,Success,0,Success,109.0.5414,04/12/2023,D4EFF7E9
Google Chrome,Chrome Patching,Milas-Mac.local,Mila's Mac,Success,0,Success,113.0.5672,04/12/2023,C0E2F10E
Google Chrome,Chrome Patching,Jasons-Mac.local,Jason's Mac,Success,0,Success,113.0.5672,04/12/2023,D75225E6
Google Chrome,Chrome Patching,Nicolass-Mac.local,Nicolas's Mac,Success,0,Success,113.0.5672,04/12/2023,3D96BBFD
Google Chrome,Chrome Patching,Alainas-Mac.local,Alaina's Mac,Success,0,Success,113.0.5672,04/12/2023,827A8750
Google Chrome,Chrome Patching,Samanthas-Mac.local,Samantha's Mac,Success,0,Success,113.0.5672,04/12/2023,34917E9E
Google Chrome,Chrome Patching,Baileys-Mac.local,Bailey's Mac,Success,0,Success,113.0.5672,04/12/2023,6.34E+14
Google Chrome,Chrome Patching,Norahs-Mac.local,Norah's Mac,Success,0,Success,113.0.5672,04/12/2023,D14F5239
Google Chrome,Chrome Patching,Alis-Mac.local,Ali's Mac,Success,0,Success,113.0.5672,04/12/2023,8EEE1380
Google Chrome,Chrome Patching,Marias-Mac.local,Maria's Mac,Success,0,Success,109.0.5414,04/12/2023,A0F2CDFA
Google Chrome,Chrome Patching,Dallass-Mac.local,Dallas's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,6C927F95
Google Chrome,Chrome Patching,Olivers-Mac.local,Oliver's Mac,Success,0,Success,113.0.5672,04/12/2023,DD4CF0AE
Google Chrome,Chrome Patching,Veras-Mac.local,Vera's Mac,Success,0,Success,113.0.5672,04/12/2023,2F51880B
Google Chrome,Chrome Patching,Kaidens-Mac.local,Kaiden's Mac,Success,0,Success,105.0.5195,04/12/2023,995BE8B5
Google Chrome,Chrome Patching,Johnathans-Mac.local,Johnathan's Mac,Success,0,Success,113.0.5672,04/12/2023,CDF88856
Google Chrome,Chrome Patching,Emersons-Mac.local,Emerson's Mac,Success,0,Success,113.0.5672,04/12/2023,191F73CE
Google Chrome,Chrome Patching,Noras-Mac.local,Nora's Mac,Success,0,Success,113.0.5672,04/12/2023,57EAA7A7
Google Chrome,Chrome Patching,Donovans-Mac.local,Donovan's Mac,Success,0,Success,113.0.5672,04/12/2023,9FC91F0B
Google Chrome,Chrome Patching,Felixs-Mac.local,Felix's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,9572D6AD
Google Chrome,Chrome Patching,Lyrics-Mac.local,Lyric's Mac,Success,0,Success,113.0.5672,04/12/2023,99DF9E3D
Google Chrome,Chrome Patching,Elisas-Mac.local,Elisa's Mac,Success,0,Success,113.0.5672,04/12/2023,D6AC7F12
Google Chrome,Chrome Patching,Sophias-Mac.local,Sophia's Mac,Success,0,Success,113.0.5672,04/12/2023,F9CB95FE
Google Chrome,Chrome Patching,Carolines-Mac.local,Caroline's Mac,Success,0,Success,105.0.5195,04/12/2023,97130782
Google Chrome,Chrome Patching,Messiahs-Mac.local,Messiah's Mac,Success,0,Success,109.0.5414,04/12/2023,EC68173A
Google Chrome,Chrome Patching,Erics-Mac.local,Eric's Mac,Success,0,Success,113.0.5672,04/12/2023,557E7D4D
Google Chrome,Chrome Patching,Blairs-Mac.local,Blair's Mac,Success,0,Success,113.0.5672,04/12/2023,958CF9D6
Google Chrome,Chrome Patching,Sages-Mac.local,Sage's Mac,Success,0,Success,113.0.5672,04/12/2023,053EBCD0
Google Chrome,Chrome Patching,Kaylanis-Mac.local,Kaylani's Mac,Success,0,Success,113.0.5672,04/12/2023,9A18DE1E
Google Chrome,Chrome Patching,Matthews-Mac.local,Matthew's Mac,Success,0,Success,113.0.5672,04/12/2023,6F281FF2
Google Chrome,Chrome Patching,Ezekiels-Mac.local,Ezekiel's Mac,Success,0,Success,113.0.5672,04/12/2023,00A6B508
Google Chrome,Chrome Patching,Tripps-Mac.local,Tripp's Mac,Success,0,Success,109.0.5414,04/12/2023,34715AFA
Google Chrome,Chrome Patching,Reginas-Mac.local,Regina's Mac,Success,0,Success,113.0.5672,04/12/2023,B42DE1AA
Google Chrome,Chrome Patching,Haydens-Mac.local,Hayden's Mac,Success,0,Success,104.0.5112,04/12/2023,F34B167E
Google Chrome,Chrome Patching,Maximilianos-Mac.local,Maximiliano's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,290E82B2
Google Chrome,Chrome Patching,Aarons-Mac.local,Aaron's Mac,Success,0,Success,113.0.5672,04/12/2023,03FBEB56
Google Chrome,Chrome Patching,Fionas-Mac.local,Fiona's Mac,Success,0,Success,113.0.5672,04/12/2023,34E9E08A
Google Chrome,Chrome Patching,Raelyns-Mac.local,Raelyn's Mac,Success,0,Success,113.0.5672,04/12/2023,7BD1BF1D
Google Chrome,Chrome Patching,Noelles-Mac.local,Noelle's Mac,Success,0,Success,113.0.5672,04/12/2023,05CFFCA6
Google Chrome,Chrome Patching,Alaias-Mac.local,Alaia's Mac,Success,0,Success,106.0.5249,04/12/2023,A801B245
Google Chrome,Chrome Patching,Justins-Mac.local,Justin's Mac,Success,0,Success,113.0.5672,04/12/2023,24DDFE5F
Google Chrome,Chrome Patching,Aspens-Mac.local,Aspen's Mac,Success,0,Success,113.0.5672,04/12/2023,FE5A243A
Google Chrome,Chrome Patching,Luiss-Mac.local,Luis's Mac,Success,0,Success,113.0.5672,04/12/2023,8B0DE2A8
Google Chrome,Chrome Patching,Lucas-Mac.local,Luca's Mac,Success,0,Success,113.0.5672,04/12/2023,49A88E3C
Google Chrome,Chrome Patching,Makenzies-Mac.local,Makenzie's Mac,Success,0,Success,113.0.5672,04/12/2023,F98527CF
Google Chrome,Chrome Patching,Warrens-Mac.local,Warren's Mac,Success,0,Success,113.0.5672,04/12/2023,1F4D068B
Google Chrome,Chrome Patching,Jacksons-Mac.local,Jackson's Mac,Success,0,Success,113.0.5672,04/12/2023,68307714
Google Chrome,Chrome Patching,Taylors-Mac.local,Taylor's Mac,Success,0,Success,113.0.5672,04/12/2023,34A3A864
Google Chrome,Chrome Patching,Angelos-Mac.local,Angelo's Mac,Success,0,Success,113.0.5672,04/12/2023,2A37459A
Google Chrome,Chrome Patching,Aris-Mac.local,Ari's Mac,Success,0,Success,103.0.5060,04/12/2023,DC8FAEE1
Google Chrome,Chrome Patching,Gabrielles-Mac.local,Gabrielle's Mac,Success,0,Success,113.0.5672,04/12/2023,9A92DA8E
Google Chrome,Chrome Patching,Brantleys-Mac.local,Brantley's Mac,Success,0,Success,113.0.5672,04/12/2023,6F7A83E2
Google Chrome,Chrome Patching,Malcolms-Mac.local,Malcolm's Mac,Success,0,Success,113.0.5672,04/12/2023,1454C2C1
Google Chrome,Chrome Patching,Grahams-Mac.local,Graham's Mac,Success,0,Success,113.0.5672,04/12/2023,56FF0087
Google Chrome,Chrome Patching,Kennedys-Mac.local,Kennedy's Mac,Success,0,Success,113.0.5672,04/12/2023,2293FA54
Google Chrome,Chrome Patching,Amelias-Mac.local,Amelia's Mac,Success,0,Success,106.0.5249,04/12/2023,12D29863
Google Chrome,Chrome Patching,Fatimas-Mac.local,Fatima's Mac,Success,0,Success,113.0.5672,04/12/2023,FF00C263
Google Chrome,Chrome Patching,Serenas-Mac.local,Serena's Mac,Success,0,Success,113.0.5672,04/12/2023,7AB1B69E
Google Chrome,Chrome Patching,Maeves-Mac.local,Maeve's Mac,Success,0,Success,113.0.5672,04/12/2023,A9EDAFCE
Google Chrome,Chrome Patching,Nolans-Mac.local,Nolan's Mac,Success,0,Success,113.0.5672,04/12/2023,187A8AB2
Google Chrome,Chrome Patching,Garretts-Mac.local,Garrett's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,8A0AF82C
Google Chrome,Chrome Patching,Tates-Mac.local,Tate's Mac,Success,0,Success,113.0.5672,04/12/2023,0FBD03F1
Google Chrome,Chrome Patching,Eliass-Mac.local,Elias's Mac,Success,0,Success,113.0.5672,04/12/2023,D6D269EE
Google Chrome,Chrome Patching,Melissas-Mac.local,Melissa's Mac,Success,0,Success,113.0.5672,04/12/2023,344187C9
Google Chrome,Chrome Patching,Ophelias-Mac.local,Ophelia's Mac,Success,0,Success,109.0.5414,04/12/2023,F56D0F5C
Google Chrome,Chrome Patching,Kaydens-Mac.local,Kayden's Mac,Success,0,Success,109.0.5414,04/12/2023,FBD0491D
Google Chrome,Chrome Patching,Destinys-Mac.local,Destiny's Mac,Success,0,Success,105.0.5195,04/12/2023,DDBF6A21
Google Chrome,Chrome Patching,Danielles-Mac.local,Danielle's Mac,Success,0,Success,109.0.5414,04/12/2023,412B55AF
Google Chrome,Chrome Patching,Lilianas-Mac.local,Liliana's Mac,Success,0,Success,113.0.5672,04/12/2023,FF003531
Google Chrome,Chrome Patching,Jayceons-Mac.local,Jayceon's Mac,Success,0,Success,113.0.5672,04/12/2023,B95F3496
Google Chrome,Chrome Patching,Masons-Mac.local,Mason's Mac,Success,0,Success,113.0.5672,04/12/2023,9FE303F4
Google Chrome,Chrome Patching,Joys-Mac.local,Joy's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,5297B4B8
Google Chrome,Chrome Patching,Westons-Mac.local,Weston's Mac,Success,0,Success,113.0.5672,04/12/2023,D1D21481
Google Chrome,Chrome Patching,Lanas-Mac.local,Lana's Mac,Waiting,1,Waiting,112.0.5615,04/12/2023,71BF902A
Google Chrome,Chrome Patching,Hazels-Mac.local,Hazel's Mac,Success,0,Success,105.0.5195,04/12/2023,5E3FE614
Google Chrome,Chrome Patching,Briannas-Mac.local,Brianna's Mac,Success,0,Success,113.0.5672,04/12/2023,A080FD24
Google Chrome,Chrome Patching,Harleys-Mac.local,Harley's Mac,Success,0,Success,109.0.5414,04/12/2023,7DF14D6F
Google Chrome,Chrome Patching,Catherines-Mac.local,Catherine's Mac,Success,0,Success,113.0.5672,04/12/2023,ED43D5E8
Google Chrome,Chrome Patching,Magnolias-Mac.local,Magnolia's Mac,Success,0,Success,113.0.5672,04/12/2023,64F8038C
Google Chrome,Chrome Patching,Bradleys-Mac.local,Bradley's Mac,Success,0,Success,113.0.5672,04/12/2023,CD634886
Google Chrome,Chrome Patching,Edens-Mac.local,Eden's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,DCAA71F2
Google Chrome,Chrome Patching,Silass-Mac.local,Silas's Mac,Success,0,Success,113.0.5672,04/12/2023,116B67D4
Google Chrome,Chrome Patching,Hopes-Mac.local,Hope's Mac,Success,0,Success,113.0.5672,04/12/2023,3411C683
Google Chrome,Chrome Patching,Charlies-Mac.local,Charlie's Mac,Success,0,Success,113.0.5672,04/12/2023,BEF41D6D
Google Chrome,Chrome Patching,Traviss-Mac.local,Travis's Mac,Success,0,Success,113.0.5672,04/12/2023,B355C223
Google Chrome,Chrome Patching,Kamilas-Mac.local,Kamila's Mac,Success,0,Success,113.0.5672,04/12/2023,47EABA63
Google Chrome,Chrome Patching,Kasons-Mac.local,Kason's Mac,Success,0,Success,113.0.5672,04/12/2023,BB3CFE82
Google Chrome,Chrome Patching,Gwendolyns-Mac.local,Gwendolyn's Mac,Success,0,Success,113.0.5672,04/12/2023,1B93FE2A
Google Chrome,Chrome Patching,Julianas-Mac.local,Juliana's Mac,Success,0,Success,113.0.5672,04/12/2023,116BFF00
Google Chrome,Chrome Patching,Gracelynns-Mac.local,Gracelynn's Mac,Success,0,Success,113.0.5672,04/12/2023,B4C3A9A3
Google Chrome,Chrome Patching,Francescas-Mac.local,Francesca's Mac,Success,0,Success,113.0.5672,04/12/2023,76C8C630
Google Chrome,Chrome Patching,Brooklyns-Mac.local,Brooklyn's Mac,Success,0,Success,113.0.5672,04/12/2023,9.55E+11
Google Chrome,Chrome Patching,Wades-Mac.local,Wade's Mac,Waiting,1,Waiting,107.0.5304,04/12/2023,1DBF8303
Google Chrome,Chrome Patching,Jaspers-Mac.local,Jasper's Mac,Success,0,Success,113.0.5672,04/12/2023,A9096932
Google Chrome,Chrome Patching,Camillas-Mac.local,Camilla's Mac,Success,0,Success,113.0.5672,04/12/2023,AD0F56EB
Google Chrome,Chrome Patching,Helens-Mac.local,Helen's Mac,Waiting,1,Waiting,105.0.5195,04/12/2023,CEA7ED5C
Google Chrome,Chrome Patching,Avas-Mac.local,Ava's Mac,Success,0,Success,113.0.5672,04/12/2023,232626B9
Google Chrome,Chrome Patching,Kates-Mac.local,Kate's Mac,Success,0,Success,113.0.5672,04/12/2023,77E13D05
Google Chrome,Chrome Patching,Ricardos-Mac.local,Ricardo's Mac,Success,0,Success,105.0.5195,04/12/2023,B3617917
Google Chrome,Chrome Patching,Troys-Mac.local,Troy's Mac,Success,0,Success,113.0.5672,04/12/2023,9AE3A858
Google Chrome,Chrome Patching,Francess-Mac.local,Frances's Mac,Success,0,Success,113.0.5672,04/12/2023,BA7340CC
Google Chrome,Chrome Patching,Zyaires-Mac.local,Zyaire's Mac,Success,0,Success,113.0.5672,04/12/2023,B844D93F
Google Chrome,Chrome Patching,Bowens-Mac.local,Bowen's Mac,Success,0,Success,106.0.5249,04/12/2023,DB9563B1
Google Chrome,Chrome Patching,Ellies-Mac.local,Ellie's Mac,Success,0,Success,113.0.5672,04/12/2023,CC36315A
Google Chrome,Chrome Patching,Raelynns-Mac.local,Raelynn's Mac,Success,0,Success,113.0.5672,04/12/2023,960743B4
Google Chrome,Chrome Patching,Eloises-Mac.local,Eloise's Mac,Success,0,Success,113.0.5672,04/12/2023,3A044788
Google Chrome,Chrome Patching,Hannahs-Mac.local,Hannah's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,6A722366
Google Chrome,Chrome Patching,Savannahs-Mac.local,Savannah's Mac,Success,0,Success,113.0.5672,04/12/2023,DDFBCF45
Google Chrome,Chrome Patching,Bodhis-Mac.local,Bodhi's Mac,Success,0,Success,109.0.5414,04/12/2023,E69E9D5F
Google Chrome,Chrome Patching,Margarets-Mac.local,Margaret's Mac,Success,0,Success,113.0.5672,04/12/2023,EFE94D4D
Google Chrome,Chrome Patching,Adoniss-Mac.local,Adonis's Mac,Success,0,Success,104.0.5112,04/12/2023,65240962
Google Chrome,Chrome Patching,Sages-Mac.local,Sage's Mac,Success,0,Success,113.0.5672,04/12/2023,9FBD03A3
Google Chrome,Chrome Patching,Dianas-Mac.local,Diana's Mac,Success,0,Success,113.0.5672,04/12/2023,2C25C607
Google Chrome,Chrome Patching,Madelines-Mac.local,Madeline's Mac,Success,0,Success,113.0.5672,04/12/2023,FCA77F06
Google Chrome,Chrome Patching,Selenas-Mac.local,Selena's Mac,Success,0,Success,109.0.5414,04/12/2023,CDFF008E
Google Chrome,Chrome Patching,Evies-Mac.local,Evie's Mac,Success,0,Success,113.0.5672,04/12/2023,96F5C9AE
Google Chrome,Chrome Patching,Charlees-Mac.local,Charlee's Mac,Success,0,Success,113.0.5672,04/12/2023,0A4FC48E
Google Chrome,Chrome Patching,Amaris-Mac.local,Amari's Mac,Success,0,Success,113.0.5672,04/12/2023,99E49576
Google Chrome,Chrome Patching,Auroras-Mac.local,Aurora's Mac,Success,0,Success,113.0.5672,04/12/2023,9A07CBEB
Google Chrome,Chrome Patching,Jaylens-Mac.local,Jaylen's Mac,Success,0,Success,109.0.5414,04/12/2023,9B3CAFFC
Google Chrome,Chrome Patching,Manuels-Mac.local,Manuel's Mac,Success,0,Success,105.0.5195,04/12/2023,788286D7
Google Chrome,Chrome Patching,Jacks-Mac.local,Jack's Mac,Success,0,Success,113.0.5672,04/12/2023,FF00C25A
Google Chrome,Chrome Patching,Malakais-Mac.local,Malakai's Mac,Success,0,Success,104.0.5112,04/12/2023,67A3DBC7
Google Chrome,Chrome Patching,Marens-Mac.local,Maren's Mac,Success,0,Success,113.0.5672,04/12/2023,F53B6AD4
Google Chrome,Chrome Patching,Kais-Mac.local,Kai's Mac,Success,0,Success,113.0.5672,04/12/2023,D8BE36C0
Google Chrome,Chrome Patching,Gradys-Mac.local,Grady's Mac,Success,0,Success,113.0.5672,04/12/2023,FF00D682
Google Chrome,Chrome Patching,Loreleis-Mac.local,Lorelei's Mac,Success,0,Success,109.0.5414,04/12/2023,65C6719A
Google Chrome,Chrome Patching,Rafaels-Mac.local,Rafael's Mac,Waiting,1,Waiting,107.0.5304,04/12/2023,3F977C53
Google Chrome,Chrome Patching,Baylors-Mac.local,Baylor's Mac,Success,0,Success,113.0.5672,04/12/2023,CD5A4575
Google Chrome,Chrome Patching,Cruzs-Mac.local,Cruz's Mac,Success,0,Success,113.0.5672,04/12/2023,DF62AB64
Google Chrome,Chrome Patching,Natalias-Mac.local,Natalia's Mac,Success,0,Success,113.0.5672,04/12/2023,4015165E
Google Chrome,Chrome Patching,Adelyns-Mac.local,Adelyn's Mac,Success,0,Success,113.0.5672,04/12/2023,27B1A0A0
Google Chrome,Chrome Patching,Serenitys-Mac.local,Serenity's Mac,Success,0,Success,113.0.5672,04/12/2023,D3708DF0
Google Chrome,Chrome Patching,Seans-Mac.local,Sean's Mac,Success,0,Success,112.0.5615,04/12/2023,DB6C1BFF
Google Chrome,Chrome Patching,Jaydens-Mac.local,Jayden's Mac,Success,0,Success,113.0.5672,04/12/2023,9C6B878A
Google Chrome,Chrome Patching,Russells-Mac.local,Russell's Mac,Success,0,Success,113.0.5672,04/12/2023,C025B03F
Google Chrome,Chrome Patching,Leahs-Mac.local,Leah's Mac,Success,0,Success,113.0.5672,04/12/2023,3C83FE93
Google Chrome,Chrome Patching,Kaylas-Mac.local,Kayla's Mac,Success,0,Success,103.0.5060,04/12/2023,A3EA1D2B
Google Chrome,Chrome Patching,Kendalls-Mac.local,Kendall's Mac,Success,0,Success,113.0.5672,04/12/2023,1B9FE246
Google Chrome,Chrome Patching,Josies-Mac.local,Josie's Mac,Success,0,Success,113.0.5672,04/12/2023,2CD00DB4
Google Chrome,Chrome Patching,Tobiass-Mac.local,Tobias's Mac,Success,0,Success,107.0.5304,04/12/2023,3DF6D235
Google Chrome,Chrome Patching,Louiss-Mac.local,Louis's Mac,Success,0,Success,113.0.5672,04/12/2023,71EA6812
Google Chrome,Chrome Patching,Camdens-Mac.local,Camden's Mac,Success,0,Success,113.0.5672,04/12/2023,7ECB411E
Google Chrome,Chrome Patching,Teagans-Mac.local,Teagan's Mac,Success,0,Success,103.0.5060,04/12/2023,10DC7324
Google Chrome,Chrome Patching,Rorys-Mac.local,Rory's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,A7DA90DF
Google Chrome,Chrome Patching,Lillys-Mac.local,Lilly's Mac,Success,0,Success,113.0.5672,04/12/2023,29EDD473
Google Chrome,Chrome Patching,Valentinas-Mac.local,Valentina's Mac,Success,0,Success,113.0.5672,04/12/2023,A62F8D9A
Google Chrome,Chrome Patching,Tristans-Mac.local,Tristan's Mac,Success,0,Success,109.0.5414,04/12/2023,A5E2C825
Google Chrome,Chrome Patching,Lennons-Mac.local,Lennon's Mac,Success,0,Success,113.0.5672,04/12/2023,CBE1B1F0
Google Chrome,Chrome Patching,Evans-Mac.local,Evan's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,A8F7E25B
Google Chrome,Chrome Patching,Kians-Mac.local,Kian's Mac,Success,0,Success,112.0.5615,04/12/2023,A21D5DD1
Google Chrome,Chrome Patching,Lucias-Mac.local,Lucia's Mac,Success,0,Success,113.0.5672,04/12/2023,69E34CB8
Google Chrome,Chrome Patching,Lillianas-Mac.local,Lilliana's Mac,Success,0,Success,113.0.5672,04/12/2023,2D9F6343
Google Chrome,Chrome Patching,Genesiss-Mac.local,Genesis's Mac,Success,0,Success,107.0.5304,04/12/2023,068B2C9F
Google Chrome,Chrome Patching,Isaiahs-Mac.local,Isaiah's Mac,Success,0,Success,113.0.5672,04/12/2023,39646DD4
Google Chrome,Chrome Patching,Connors-Mac.local,Connor's Mac,Success,0,Success,113.0.5672,04/12/2023,51F50D47
Google Chrome,Chrome Patching,Gideons-Mac.local,Gideon's Mac,Success,0,Success,113.0.5672,04/12/2023,6E18AFF6
Google Chrome,Chrome Patching,Josephines-Mac.local,Josephine's Mac,Success,0,Success,113.0.5672,04/12/2023,558D4D16
Google Chrome,Chrome Patching,Gunners-Mac.local,Gunner's Mac,Success,0,Success,113.0.5672,04/12/2023,6A4FF498
Google Chrome,Chrome Patching,Marshalls-Mac.local,Marshall's Mac,Success,0,Success,113.0.5672,04/12/2023,E25D83DA
Google Chrome,Chrome Patching,Lawsons-Mac.local,Lawson's Mac,Success,0,Success,112.0.5615,04/12/2023,AA6359FF
Google Chrome,Chrome Patching,Finnegans-Mac.local,Finnegan's Mac,Success,0,Success,113.0.5672,04/12/2023,EB663B9F
Google Chrome,Chrome Patching,Annies-Mac.local,Annie's Mac,Success,0,Success,105.0.5195,04/12/2023,FE36A4C5
Google Chrome,Chrome Patching,Charlottes-Mac.local,Charlotte's Mac,Success,0,Success,113.0.5672,04/12/2023,D7BAB56B
Google Chrome,Chrome Patching,Hadleys-Mac.local,Hadley's Mac,Success,0,Success,113.0.5672,04/12/2023,14BFAE57
Google Chrome,Chrome Patching,Sawyers-Mac.local,Sawyer's Mac,Success,0,Success,105.0.5195,04/12/2023,63FE6A13
Google Chrome,Chrome Patching,Janes-Mac.local,Jane's Mac,Success,0,Success,113.0.5672,04/12/2023,F4AF17FC
Google Chrome,Chrome Patching,Brookss-Mac.local,Brooks's Mac,Success,0,Success,109.0.5414,04/12/2023,C5B7C44E
Google Chrome,Chrome Patching,Samaras-Mac.local,Samara's Mac,Success,0,Success,112.0.5615,04/12/2023,A4B8EA35
Google Chrome,Chrome Patching,Oakleys-Mac.local,Oakley's Mac,Success,0,Success,105.0.5195,04/12/2023,CD074DA4
Google Chrome,Chrome Patching,Juans-Mac.local,Juan's Mac,Success,0,Success,104.0.5112,04/12/2023,2EA638DF
Google Chrome,Chrome Patching,Matteos-Mac.local,Matteo's Mac,Success,0,Success,113.0.5672,04/12/2023,5FFBC9FF
Google Chrome,Chrome Patching,Journees-Mac.local,Journee's Mac,Success,0,Success,113.0.5672,04/12/2023,BA96F3B0
Google Chrome,Chrome Patching,Paxtons-Mac.local,Paxton's Mac,Success,0,Success,104.0.5112,04/12/2023,0D8AA371
Google Chrome,Chrome Patching,Charless-Mac.local,Charles's Mac,Waiting,1,Waiting,113.0.5672,04/12/2023,814AFF00
Google Chrome,Chrome Patching,Enzos-Mac.local,Enzo's Mac,Success,0,Success,113.0.5672,04/12/2023,D6576EE9
Google Chrome,Chrome Patching,Raidens-Mac.local,Raiden's Mac,Success,0,Success,105.0.5195,04/12/2023,6D26855B
Google Chrome,Chrome Patching,Jareds-Mac.local,Jared's Mac,Success,0,Success,113.0.5672,04/12/2023,CFF2DE7E
Google Chrome,Chrome Patching,Octavias-Mac.local,Octavia's Mac,Success,0,Success,113.0.5672,04/12/2023,7669739A
Google Chrome,Chrome Patching,Carmens-Mac.local,Carmen's Mac,Success,0,Success,113.0.5672,04/12/2023,220B9BB1
Google Chrome,Chrome Patching,Josephs-Mac.local,Joseph's Mac,Waiting,1,Waiting,107.0.5304,04/12/2023,4A6AC7EB
Google Chrome,Chrome Patching,Walkers-Mac.local,Walker's Mac,Success,0,Success,113.0.5672,04/12/2023,30EAF232
Google Chrome,Chrome Patching,Lunas-Mac.local,Luna's Mac,Waiting,1,Waiting,106.0.5249,04/12/2023,636910B7
Google Chrome,Chrome Patching,Camryns-Mac.local,Camryn's Mac,Success,0,Success,105.0.5195,04/12/2023,2EC71467
Google Chrome,Chrome Patching,Lucass-Mac.local,Lucas's Mac,Success,0,Success,113.0.5672,04/12/2023,1ACA027E
Google Chrome,Chrome Patching,Siennas-Mac.local,Sienna's Mac,Success,0,Success,113.0.5672,04/12/2023,7596E1EE
Google Chrome,Chrome Patching,Nikos-Mac.local,Niko's Mac,Success,0,Success,104.0.5112,04/12/2023,F48759C2
Google Chrome,Chrome Patching,Elainas-Mac.local,Elaina's Mac,Success,0,Success,113.0.5672,04/12/2023,35676FD5
Google Chrome,Chrome Patching,Kashs-Mac.local,Kash's Mac,Success,0,Success,113.0.5672,04/12/2023,64D0C5B4
Google Chrome,Chrome Patching,Kobes-Mac.local,Kobe's Mac,Success,0,Success,113.0.5672,04/12/2023,6C0F0B06
Google Chrome,Chrome Patching,Brandons-Mac.local,Brandon's Mac,Success,0,Success,113.0.5672,04/12/2023,325E42CA
Google Chrome,Chrome Patching,Tatums-Mac.local,Tatum's Mac,Success,0,Success,105.0.5195,04/12/2023,DA7F0AFF
Google Chrome,Chrome Patching,Mckennas-Mac.local,Mckenna's Mac,Waiting,1,Waiting,103.0.5060,04/12/2023,AC71BA21
Google Chrome,Chrome Patching,Olives-Mac.local,Olive's Mac,Success,0,Success,113.0.5672,04/12/2023,BC0D2286
Google Chrome,Chrome Patching,Aidens-Mac.local,Aiden's Mac,Success,0,Success,109.0.5414,04/12/2023,1276F355
Google Chrome,Chrome Patching,Theos-Mac.local,Theo's Mac,Success,0,Success,113.0.5672,04/12/2023,7F377A94
Google Chrome,Chrome Patching,Ethans-Mac.local,Ethan's Mac,Success,0,Success,106.0.5249,04/12/2023,D5262B59
